O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDER-PRIORITY,O_CLERK,O_SHIP-PRIORITY,O_COMMENT,Cust_name,Mrkt_segment
21735,337,F,194656.54,3/10/1993,4-NOT SPECIFIED,Clerk#000000692,0,"fluffily special packages boost furiously. final, express platelets ac",Customer#000000337,MACHINERY
21760,455,F,63425.37,1/31/1995,4-NOT SPECIFIED,Clerk#000000347,0,stealthy instructions on the doggedly,Customer#000000455,BUILDING
21761,328,O,53797.39,3/3/1997,5-LOW,Clerk#000000300,0,silent requests haggle slowly bold requests. car,Customer#000000328,BUILDING
21762,595,O,250064.82,8/21/1996,3-MEDIUM,Clerk#000000752,0,foxes integrate blithely. requests poach carefully! carefully slow p,Customer#000000595,HOUSEHOLD
21763,391,F,108860.43,5/29/1992,5-LOW,Clerk#000000020,0,quickly even ideas along the fluffily ironic deposits nag never above the,Customer#000000391,HOUSEHOLD
21764,160,O,118155.38,2/24/1997,5-LOW,Clerk#000000983,0,slyly even pinto beans around the furiously bold requests wake,Customer#000000160,MACHINERY
21765,598,O,94208.67,4/8/1997,4-NOT SPECIFIED,Clerk#000000467,0,"unusual, pending requests doze carefully about the final packages. qu",Customer#000000598,FURNITURE
21766,1390,F,82889.77,6/2/1994,2-HIGH,Clerk#000000839,0,fluffily pending accounts about the carefully unusual pinto beans a,Customer#000001390,HOUSEHOLD
21767,358,O,187660.03,4/3/1998,3-MEDIUM,Clerk#000000092,0,carefully bold accounts haggle above the blithely regular theodolites? carefu,Customer#000000358,MACHINERY
21792,310,F,27403.01,9/26/1992,4-NOT SPECIFIED,Clerk#000000772,0,blithely even dependencies use dolphins. requests poach,Customer#000000310,FURNITURE
21793,1096,P,52230.75,4/21/1995,5-LOW,Clerk#000000152,0,"regular, final instru",Customer#000001096,FURNITURE
21794,1376,F,252075.19,6/11/1994,4-NOT SPECIFIED,Clerk#000000300,0,blithely regular tithes wake,Customer#000001376,HOUSEHOLD
21795,380,F,294163.36,6/14/1993,4-NOT SPECIFIED,Clerk#000000325,0,carefully pending platelets doubt unusual dolphins. asymptotes,Customer#000000380,BUILDING
21796,1385,F,240009.51,5/7/1992,5-LOW,Clerk#000000346,0,furiously close instruction,Customer#000001385,BUILDING
21797,196,O,228945.91,5/8/1997,2-HIGH,Clerk#000000669,0,packages cajole slowly eve,Customer#000000196,FURNITURE
21798,458,O,99990.79,6/21/1998,3-MEDIUM,Clerk#000000367,0,slyly final ideas among t,Customer#000000458,BUILDING
21799,385,F,210837.27,4/20/1995,4-NOT SPECIFIED,Clerk#000000731,0,"express, express packages sleep across the regular, regular deposits.",Customer#000000385,AUTOMOBILE
21824,656,F,29462.14,2/8/1995,5-LOW,Clerk#000000154,0,silent frays nod above the,Customer#000000656,AUTOMOBILE
21825,395,F,35434.48,1/3/1993,3-MEDIUM,Clerk#000000663,0,"even, regular asymptotes sleep quick",Customer#000000395,HOUSEHOLD
21826,1168,O,212185.67,3/25/1996,1-URGENT,Clerk#000000473,0,special courts poach quickly against the carefully eve,Customer#000001168,FURNITURE
21827,950,F,94387.71,11/10/1992,4-NOT SPECIFIED,Clerk#000000180,0,pending packages doze furiously special pinto beans. slyly special de,Customer#000000950,FURNITURE
21828,535,O,226752.4,11/19/1996,3-MEDIUM,Clerk#000000500,0,quickly ironic deposits wake slyly. furiously regular requests u,Customer#000000535,BUILDING
21829,758,O,5660.07,1/27/1998,4-NOT SPECIFIED,Clerk#000000401,0,carefully final gifts use across the slyly ironic,Customer#000000758,HOUSEHOLD
21830,548,F,58105.09,1/12/1994,5-LOW,Clerk#000000704,0,"regular, bold packages use foxes. final ideas cajole. special, sp",Customer#000000548,BUILDING
21831,625,F,110846.6,9/20/1994,4-NOT SPECIFIED,Clerk#000000923,0,asymptotes unwind over the carefully silent deposits. ins,Customer#000000625,FURNITURE
21856,514,F,127130.06,4/6/1992,4-NOT SPECIFIED,Clerk#000000464,0,furiously unusual deposits nag sometimes about the carefully express attai,Customer#000000514,BUILDING
21857,748,F,25972.07,6/30/1992,5-LOW,Clerk#000000443,0,requests affix furiously.,Customer#000000748,AUTOMOBILE
21858,1162,O,206195.1,10/27/1997,3-MEDIUM,Clerk#000000667,0,"carefully regular ideas above the express, unusual instructions need to wake",Customer#000001162,AUTOMOBILE
21859,707,O,168938.07,11/19/1995,2-HIGH,Clerk#000000995,0,silent deposits cajole. pending accounts haggle carefully finally expres,Customer#000000707,FURNITURE
21860,605,F,202099.91,4/29/1992,1-URGENT,Clerk#000000579,0,furiously silent foxes wake furiously. qu,Customer#000000605,HOUSEHOLD
21861,1211,F,211628.67,8/19/1994,1-URGENT,Clerk#000000969,0,"ironic, pending reques",Customer#000001211,HOUSEHOLD
21862,451,F,122590.6,9/13/1993,4-NOT SPECIFIED,Clerk#000000523,0,ironic excuses may hang. blithely final request,Customer#000000451,HOUSEHOLD
21863,652,F,197689.4,11/22/1993,4-NOT SPECIFIED,Clerk#000000474,0,blithely daring dependencies mold express foxes. b,Customer#000000652,AUTOMOBILE
21888,289,F,105333.8,4/6/1992,2-HIGH,Clerk#000000853,0,ironic deposits could ca,Customer#000000289,AUTOMOBILE
21889,1480,F,163057.51,4/2/1993,5-LOW,Clerk#000000387,0,bold requests nag slyly foxes. furiously special waters nag al,Customer#000001480,HOUSEHOLD
21890,940,F,117331.98,1/25/1995,4-NOT SPECIFIED,Clerk#000000838,0,slyly pending packages thrash ironic requests. blithely bold foxes must hav,Customer#000000940,AUTOMOBILE
21891,832,O,14515.2,11/25/1997,4-NOT SPECIFIED,Clerk#000000392,0,ideas sleep furiously quick requests. furio,Customer#000000832,HOUSEHOLD
21892,679,F,53791.17,7/5/1993,2-HIGH,Clerk#000000398,0,foxes cajole. packages sleep above the blithely regular braids? accounts lose,Customer#000000679,AUTOMOBILE
21893,1456,O,114317.24,10/25/1995,1-URGENT,Clerk#000000212,0,"furious, unusual requests along the furiously final theodol",Customer#000001456,AUTOMOBILE
21894,856,O,174533.62,12/19/1995,1-URGENT,Clerk#000000348,0,Tiresias are above the requests. slyly bold deposits affix. careful,Customer#000000856,FURNITURE
21895,464,O,150461.67,5/31/1998,5-LOW,Clerk#000000743,0,enticingly even deposits use always quickly pendi,Customer#000000464,AUTOMOBILE
21920,44,O,91869.27,3/13/1998,5-LOW,Clerk#000000407,0,blithely brave excuses use furiously,Customer#000000044,AUTOMOBILE
21921,1039,F,125496.6,9/13/1994,3-MEDIUM,Clerk#000000906,0,fluffily bold accounts ar,Customer#000001039,FURNITURE
21922,1483,F,224259.51,11/12/1994,2-HIGH,Clerk#000000033,0,silent requests dazzle slowly furiously silen,Customer#000001483,BUILDING
21923,256,O,185736.86,6/22/1998,3-MEDIUM,Clerk#000000609,0,express packages haggl,Customer#000000256,HOUSEHOLD
21924,758,O,82823.66,5/11/1998,4-NOT SPECIFIED,Clerk#000000939,0,pinto beans cajole about the final accounts. slyly final,Customer#000000758,HOUSEHOLD
21925,614,F,229239.19,7/13/1992,4-NOT SPECIFIED,Clerk#000000130,0,carefully express pinto beans boost slyly. blithely unusual accounts boost,Customer#000000614,FURNITURE
21926,958,O,129794.78,8/18/1996,5-LOW,Clerk#000000009,0,quickly regular accounts mold furiously bold request,Customer#000000958,FURNITURE
21927,442,O,250339.08,12/11/1995,2-HIGH,Clerk#000000176,0,requests print furiously carefully specia,Customer#000000442,FURNITURE
21952,206,F,68743.94,6/18/1993,3-MEDIUM,Clerk#000000653,0,"ironic, regular instructions against the blithely express packages serve bli",Customer#000000206,AUTOMOBILE
21953,79,F,68973.04,5/30/1994,2-HIGH,Clerk#000000065,0,furiously unusual asymptotes affix quietly about the quickly,Customer#000000079,MACHINERY
21954,664,F,75474.99,11/5/1992,5-LOW,Clerk#000000242,0,"carefully silent sentiments on the bold, final deposits haggle furiously fl",Customer#000000664,BUILDING
21955,883,O,136357.67,4/19/1997,2-HIGH,Clerk#000000111,0,quickly express pinto beans kindle ironical,Customer#000000883,FURNITURE
21956,662,F,281506.72,2/2/1995,2-HIGH,Clerk#000000292,0,dependencies cajole blithely against the depths. ex,Customer#000000662,BUILDING
21957,853,O,61430.93,5/2/1996,4-NOT SPECIFIED,Clerk#000000503,0,quickly even instru,Customer#000000853,MACHINERY
21958,1345,F,262453.85,6/6/1994,2-HIGH,Clerk#000000561,0,slyly ironic accounts wake carefully alongside of,Customer#000001345,BUILDING
21959,53,O,215869.32,2/18/1996,1-URGENT,Clerk#000000399,0,furiously silent ideas doze around the quickly regular requests.,Customer#000000053,HOUSEHOLD
21984,970,O,139586.17,10/22/1997,4-NOT SPECIFIED,Clerk#000000142,0,carefully express ideas impress carefully ironic deposits. furiously f,Customer#000000970,MACHINERY
21985,217,F,213742.86,8/27/1994,1-URGENT,Clerk#000000388,0,bold packages promise slyly pinto beans. slyl,Customer#000000217,AUTOMOBILE
21986,1357,O,182358.39,7/11/1997,2-HIGH,Clerk#000000194,0,slyly even requests according to the carefully express packages cajole,Customer#000001357,BUILDING
21987,128,F,55218.95,7/8/1992,2-HIGH,Clerk#000000434,0,"pending, regular deposits boost carefully depths. blithe",Customer#000000128,HOUSEHOLD
21988,662,F,99737.3,3/29/1993,3-MEDIUM,Clerk#000000594,0,blithely bold packag,Customer#000000662,BUILDING
21989,1363,F,264723.01,2/11/1995,5-LOW,Clerk#000000597,0,carefully silent accounts boost accounts. slyly daring ac,Customer#000001363,HOUSEHOLD
21990,695,F,103669.59,8/23/1992,3-MEDIUM,Clerk#000000303,0,slyly final sentiments nag carefully silent packages. blithely ironic i,Customer#000000695,FURNITURE
21991,904,O,44025.84,5/13/1997,5-LOW,Clerk#000000797,0,foxes after the blithely final instructions may,Customer#000000904,BUILDING
22016,169,O,287711.47,8/8/1996,4-NOT SPECIFIED,Clerk#000000658,0,excuses are quickly regul,Customer#000000169,FURNITURE
22017,998,F,99207.93,12/24/1994,3-MEDIUM,Clerk#000000427,0,even dependencies should have to cajole furiously. deposits x-,Customer#000000998,MACHINERY
22018,146,O,138552.38,6/4/1996,5-LOW,Clerk#000000125,0,"blithely express excuses cajole above the ironic, even instructions. quic",Customer#000000146,FURNITURE
22019,604,O,72250.18,10/30/1995,4-NOT SPECIFIED,Clerk#000000684,0,quickly even foxes sleep acco,Customer#000000604,HOUSEHOLD
22020,331,F,232170.36,5/18/1993,1-URGENT,Clerk#000000043,0,final deposits haggle furiously pending packages. sly,Customer#000000331,AUTOMOBILE
22021,1259,O,93621.32,5/27/1996,5-LOW,Clerk#000000110,0,slyly final accounts x-ray quickly bold decoys.,Customer#000001259,HOUSEHOLD
22022,1130,F,51045.65,4/4/1993,1-URGENT,Clerk#000000153,0,foxes sleep blithely. final p,Customer#000001130,HOUSEHOLD
22023,1108,O,8873.71,1/8/1996,5-LOW,Clerk#000000249,0,fluffily pending pinto beans maintain furiously against the slyly ironic pint,Customer#000001108,BUILDING
22048,727,O,8023.91,11/15/1997,2-HIGH,Clerk#000000395,0,"final, ironic somas before the slyly special accou",Customer#000000727,FURNITURE
22049,770,O,20019.97,8/18/1997,2-HIGH,Clerk#000000627,0,stealthy foxes cajole,Customer#000000770,AUTOMOBILE
22050,673,F,272305.29,6/26/1993,2-HIGH,Clerk#000000433,0,deposits sleep agains,Customer#000000673,MACHINERY
22051,625,O,137463.42,12/31/1995,4-NOT SPECIFIED,Clerk#000000369,0,carefully regular asymptotes integrate around the slyly even packa,Customer#000000625,FURNITURE
22052,1063,O,185617.49,11/9/1995,1-URGENT,Clerk#000000942,0,furiously special packages according to the final platelets us,Customer#000001063,MACHINERY
22053,883,F,275301.51,8/22/1993,1-URGENT,Clerk#000000169,0,ironic packages affix stealthily alongside of the express foxes. bli,Customer#000000883,FURNITURE
22054,484,F,157118.38,7/30/1993,3-MEDIUM,Clerk#000000040,0,special requests cajole fluffily,Customer#000000484,BUILDING
22055,1108,F,97195.48,9/24/1992,3-MEDIUM,Clerk#000000436,0,furiously daring pinto bean,Customer#000001108,BUILDING
22080,202,F,120154.04,10/14/1992,2-HIGH,Clerk#000000147,0,"fluffily special packages about the silent,",Customer#000000202,AUTOMOBILE
22081,92,F,150864.86,5/14/1992,4-NOT SPECIFIED,Clerk#000000256,0,slyly express escapades acro,Customer#000000092,MACHINERY
22082,256,O,106572.58,8/12/1997,5-LOW,Clerk#000000251,0,furiously ironic dependencies could have to h,Customer#000000256,HOUSEHOLD
22083,1472,F,123134.86,2/18/1994,1-URGENT,Clerk#000000354,0,regular accounts use furiously; orbits b,Customer#000001472,MACHINERY
22084,985,F,42959.75,8/30/1992,4-NOT SPECIFIED,Clerk#000000086,0,blithely silent deposits haggle above the bo,Customer#000000985,HOUSEHOLD
22085,116,F,154120.36,3/10/1992,5-LOW,Clerk#000000588,0,blithely final deposits boost slyly regular instructions. furious,Customer#000000116,BUILDING
22086,845,O,17810.45,12/16/1995,3-MEDIUM,Clerk#000000639,0,furiously regular deposits are among the slyly ironic deposi,Customer#000000845,AUTOMOBILE
22087,457,F,60868.3,7/30/1994,1-URGENT,Clerk#000000464,0,carefully ironic requests integrate according to th,Customer#000000457,FURNITURE
22112,145,O,131094.34,1/27/1996,4-NOT SPECIFIED,Clerk#000000970,0,furiously careful packages sublat,Customer#000000145,HOUSEHOLD
22113,850,F,85874.77,3/18/1993,3-MEDIUM,Clerk#000000516,0,fluffily regular deposits about the quickly ironic foxes a,Customer#000000850,FURNITURE
22114,536,O,91099.31,3/25/1996,1-URGENT,Clerk#000000247,0,"final, regular deposits are sp",Customer#000000536,MACHINERY
22115,94,F,162750.32,6/16/1993,5-LOW,Clerk#000000889,0,fluffily furious deposits haggle alongside of the slyly final platelets. slyly,Customer#000000094,HOUSEHOLD
22116,884,O,153194.8,8/15/1996,5-LOW,Clerk#000000718,0,carefully bold ideas are idly! theodolites about the,Customer#000000884,FURNITURE
22117,386,F,209082.48,8/13/1993,1-URGENT,Clerk#000000734,0,furiously regular instructi,Customer#000000386,BUILDING
22118,1442,F,114510.47,1/19/1994,2-HIGH,Clerk#000000658,0,carefully bold packages affix quickly: ideas serve quickly. furiously,Customer#000001442,MACHINERY
22119,1099,F,199198.97,7/25/1994,5-LOW,Clerk#000000676,0,slyly special instructions grow fluffily. unusual instructions d,Customer#000001099,AUTOMOBILE
22144,1177,O,44703.64,3/15/1998,2-HIGH,Clerk#000000799,0,special deposits integrate. silent packag,Customer#000001177,FURNITURE
22145,1111,O,62932.72,3/14/1996,5-LOW,Clerk#000000491,0,packages haggle about the carefully perma,Customer#000001111,MACHINERY
22146,1139,O,228030.19,5/16/1998,4-NOT SPECIFIED,Clerk#000000037,0,unusual waters wake ca,Customer#000001139,BUILDING
22147,896,F,190901.96,1/17/1994,5-LOW,Clerk#000000941,0,slyly even platelets wake furiously slyly final pinto beans. slyly regular,Customer#000000896,AUTOMOBILE
22148,854,O,324538.99,3/13/1998,2-HIGH,Clerk#000000148,0,carefully ironic asymptotes after the packages sleep blithely against,Customer#000000854,AUTOMOBILE
22149,203,O,134645.99,9/24/1995,5-LOW,Clerk#000000769,0,silent ideas against the accounts affix blithely furiously quiet depo,Customer#000000203,MACHINERY
22150,727,O,95324.07,2/1/1998,1-URGENT,Clerk#000000187,0,ironic requests unwind slyly. regular instructions alongside of the final,Customer#000000727,FURNITURE
22151,1111,F,66533.95,8/1/1993,2-HIGH,Clerk#000000324,0,ironic requests maintain blithely fluffily silent escapades. evenly ironic,Customer#000001111,MACHINERY
22176,1415,F,160277.19,8/16/1994,4-NOT SPECIFIED,Clerk#000000727,0,carefully final depths ought to run fluffily around the final foxes-- care,Customer#000001415,BUILDING
22177,328,O,135059.99,7/9/1997,1-URGENT,Clerk#000000452,0,unusual foxes wake daring,Customer#000000328,BUILDING
22178,1315,F,20465.55,3/30/1994,4-NOT SPECIFIED,Clerk#000000564,0,slyly even dependencies about the bold deposits haggle fluffily above t,Customer#000001315,AUTOMOBILE
22179,1253,F,87476.44,11/11/1993,1-URGENT,Clerk#000000193,0,"even, ironic grouches shall have to cajole final, e",Customer#000001253,BUILDING
22180,1115,O,27999.66,5/6/1998,2-HIGH,Clerk#000000067,0,final accounts according to the ironic deposits bo,Customer#000001115,BUILDING
22181,589,O,223073.51,10/8/1995,5-LOW,Clerk#000000952,0,furiously regular packages among the quickly slow deposits nag about the bl,Customer#000000589,FURNITURE
22182,817,F,99852.69,9/6/1992,3-MEDIUM,Clerk#000000091,0,carefully regular deposits lose never above the exp,Customer#000000817,MACHINERY
22183,229,F,320889.82,4/24/1992,3-MEDIUM,Clerk#000000304,0,finally pending ideas,Customer#000000229,BUILDING
22208,485,F,104216.44,10/14/1994,2-HIGH,Clerk#000000405,0,even accounts wake busily. pla,Customer#000000485,MACHINERY
22209,656,F,83604.3,9/7/1993,4-NOT SPECIFIED,Clerk#000000909,0,blithely bold frays use fluffily blithely even foxes-- fluffily,Customer#000000656,AUTOMOBILE
22210,1132,O,248263.37,9/20/1995,1-URGENT,Clerk#000000757,0,requests haggle blithely even,Customer#000001132,AUTOMOBILE
22211,1237,O,174035.08,10/4/1995,4-NOT SPECIFIED,Clerk#000000824,0,furiously regular theodolites use aroun,Customer#000001237,BUILDING
22212,1168,F,90406.91,9/18/1993,3-MEDIUM,Clerk#000000202,0,blithely ironic theodo,Customer#000001168,FURNITURE
22213,29,O,87793.68,7/18/1997,4-NOT SPECIFIED,Clerk#000000541,0,"carefully silent deposits detect? final, regular requests at the ironi",Customer#000000029,FURNITURE
22214,739,O,195929.55,7/9/1998,4-NOT SPECIFIED,Clerk#000000479,0,asymptotes integrate never final accounts. instruc,Customer#000000739,HOUSEHOLD
22215,550,O,195848.44,3/15/1996,1-URGENT,Clerk#000000134,0,dependencies nag furiously finally final e,Customer#000000550,FURNITURE
22240,418,O,27617.83,10/19/1996,3-MEDIUM,Clerk#000000816,0,slyly final platelets,Customer#000000418,FURNITURE
22241,1451,F,54438.38,2/7/1994,2-HIGH,Clerk#000000693,0,furiously express escapades play after th,Customer#000001451,FURNITURE
22242,173,F,170220.12,6/16/1994,4-NOT SPECIFIED,Clerk#000000975,0,"courts use slyly final deposits. pending, reg",Customer#000000173,BUILDING
22243,1063,F,248088.81,1/16/1994,1-URGENT,Clerk#000000548,0,furiously bold instructions wake blithely careful requ,Customer#000001063,MACHINERY
22244,281,P,18963.38,5/1/1995,2-HIGH,Clerk#000000605,0,quickly final ideas across the slyly pending ideas integrate blithely,Customer#000000281,BUILDING
22245,736,F,70619.29,5/1/1994,4-NOT SPECIFIED,Clerk#000000128,0,bold packages affix carefully above the,Customer#000000736,MACHINERY
22246,928,O,276428.24,4/17/1997,5-LOW,Clerk#000000930,0,"foxes breach requests. quickly brave deposits sleep express, bold exc",Customer#000000928,HOUSEHOLD
22247,1177,O,167421.57,4/4/1998,4-NOT SPECIFIED,Clerk#000000830,0,quickly silent requests integrate,Customer#000001177,FURNITURE
22272,980,F,248570.3,5/7/1992,2-HIGH,Clerk#000000622,0,slyly regular deposits use,Customer#000000980,AUTOMOBILE
